Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"Men nu , efter at hendes sjæl , i al fald i nogle øjeblikke , havde hævet gennem",himle af salighed og siden svimlet ned,"gennem afgrunde af smerte , — nu faldt i virkeligheden livet hende lettere at leve .",1899_KragV_Marianne.txt,1899,himle,himl*,No
"Der var også folk , som rystede på ^hovederne og mente , at den gamle grev galt ovre i Jylland var","lige ved at gå i graven over det liv , som hans søn",førte i København . Men dette var aldeles ikke tilfældet .,1875_Hjelm_KoebenhavnskZigeunerliv.txt,1875,gå i graven,g* i graven,Yes
Nu sad han altså her alene — alene med sin rigdom . Fremtiden lå så kold og øde for ham .,Han ville gå i graven uden at en eneste stod ved denne og skænkede ham en taknemlig tanke .,Ensom og fuld af minder om fortiden skulle han gå sin gang . Han kunne i sit stille sind ønske at den måtte blive kort .,1888_Ridderhjelm_FrelstEllerFiskerensDatter.txt,1888,gå i graven,g* i graven,Yes
"stemme ; kan de tilgive mig ulykkelige , at jeg bragte smerten til det lykkelige hjem , de havde","grundet . O , lad mig ikke gå i graven uden deres","tilgivelse ; jeg føler det , jeg formår ikke at dø , før jeg har hørt tilgivelsens ord fra deres læber",1875_Vende_LeonieEllerEnNatIMinerne_2.txt,1875,gå i graven,g* i graven,Yes
"En mand knælede på højen og udstødte suk og klagende ord . Vindulf bøjede sig frem flor af høre ordene . Han stod bag en knudret egestamme , hans hjerte bankede , da han hørte en klagende , men ham velbe-kjendt stemme :","„ Knud , Knud , tilgiv mig . Jeg gav dig dit banesår , du gik i graven og fik ro , medens dit navn lever og dit minde velsigues . Jeg derimod pines og drives fra sted til sted uden rist eller ro , uden fred , uden hvile",". Din krones glans blændede mig og præstens ord ophidsede og forvirrede mit sind og mine tanker . Jeg udstrakte min hånd derefter og greb den , men den jbrænder mig nu , og præstens ord kunne ikke slukke den ild , som angeren tændte i mit hjerte . Præsten siger , af gud og kirken tilgiver mig , men ormen i mit hjerte vil ikke ophøre af pine mig , og aeg føler , af ingen præst er i stand til af tilgive en morder , en snigmorder , en kajn , som jeg er . Knud , Knud",1875_Lassen_KongGormsSoennerEllerKorsOgSvaerd.txt,1875,gik i graven,g* i graven,Yes
"år . Der døde slet ingen , og furio , således hed min ven — de ved nok ham , ligkistcsnedkcrcn — var",nærved selv at gå i graven derover . Hans kone,"svandt hen , hans børn svandt hen , og han selv ville aldrig have været i stand til at tømre en ligkiste",1871_Bergsoee_ISabinerbjergene_1.txt,1871,gå i graven,g* i graven,Yes
"efter at hun var rømt hjemmefra med sin elsker , at det gik tilbage for den stakkels mand . Han var nær ved at",gå i graven af sørg over hende . Senere har hun,"havt den ene ewer efter den anden , jig selv ikke undtagen , indtil den unge , begavede Frederiksen tog hende i",1883_Holm_KittyEllerKirkeklokkenIFarum.txt,1883,gå i graven,g* i graven,Yes
"ser ham aldrig mere . . - forbryderen har endelig fået den løn , han så mangen stand fortjente . O , hr. Lavertvn , de e^ god og ædel . . . har mit skriftemål fremkaldt en medlidende tanke i deres hjerte , så forbarm dem over mig . . . tag brevet af min frakkelomme","og vedlæg den sum , der står angivet deri lad mig ikke gå i graven som en nssel skurk mod det eneste menneske , der har elsket mig oprigtig .","Gaston sank atter kraftesløs tilbage i puderne . Det bedende , næsten brustne blik dvælede ængstelig ved Herberts læber , som var hans svar det eneste han ventede på , for at kunne lægge det dødstrætte legeme til hvile . Et øjeblik stod Herbert stille",1899_Wende_KjaerlighedensKamp_2.txt,1899,gå i graven,g* i graven,Yes
"„ Dette klinger som en bebrejdelse , “ svarede ivav son , „ imidlertid er der dog nogen sandhed deri , men også kun nogen . Det kan ikke nytte at tænke og spekulere på det , vi ikke kunne opnå , selv med vor bedste villie . Hertil hører for mit vedkommende at tænke på at belønne dig og mine andre brave venner i mine trængselsdage , herfor må gud engang lønne eder ; derimod kan jeg tænke på at afbetale min pengegjæld til mine kreditorer , og derfor tænker jeg stedse derpå . Og er det vel berettiget",", at bebrejde nogen , at han vil gå i graven som en agtet og æret mand . “","„ Graven ? Hvem taler vel om at gå i graven nu ? Nu skal vi rigtig leve min kære , Ivar , og det samme skal vor brave Kurt axelhjelm ! Skønt jeg ellers ikke er en ven af perialer , kunne jeg dog være tilsinds at drikke mig en sådan på denne hædersmands sundhed ! “",1875_SoerensenC_IvarIvarson.txt,1875,gå i graven,g* i graven,Yes
"på alle kanter, så hele jorden ryster ... i en tid, da et gammelt årtusinde med torden-",brag går i graven og et nyt fødes . .. hvor,"er så kunstnerne? Hvad beskæftiger malerne, digterne, billedhuggerne? Gå op på vore",1894_Pontoppidan_Nattevagt.txt,1894,går i graven,g* i graven,Yes
"at kende bogstaverne og at lægge disse sammen , for at også de kunne få læse » sine","egne bøger , » inden de gik i graven .",Luthers lille katekismus blev som en talismand båren på brystet inden for pæsken .,1879_Kieler_AndreFraKautokejno.txt,1879,gik i graven,g* i graven,Yes
"i hvilket hun straks havde følt en sørgmodig anelse , og hun forlød ikke sengen , om hvilken hun","havde sagt , at hun ville komme til at udånde sit","sidste suk i den . Den nat , at greven var bortrejst , gjorde hun",1875_Anonym_GuldsmedensDoettreEllerKjaerlighedTilDoeden.txt,1875,udånde,udånde*,No
"blod . Han rejste sig halvt , så på eichen med et bristende blik , sank atter",om og udåndede med et suk . Der lå han,"bleg , mens de røde roser , som han havde drømt om , blussede i sneen omkring ham .",1890_EwaldHF_CarolineMathilde.txt,1890,udåndede,udånde*,Yes
"sidste øjeblikke , hans sidste tanker beskæftigede sig uafladeligt dermed og da han klokken ti om aftenen",udåndede var hans sidste ord :,"— nu brister det derovre ! — ja , hviskedee en stemme , nu skal det briste",1885_EK_FrederikDenSyvendeSomMenneskeOgRegent.txt,1885,udåndede,udånde*,Yes
". Mit liv , min sjæl , mit alt tilhører dig . Du kan ikke satte , ikke måle min kærligheds dyb . Men sig blot , at du elsker mig . Sig det blot . Engang endnu . Der er salighed i at høre disse ord fra dine læbær . Hvorfor flygtede du i det samme øjeblik , da du endelig kom , da jeg endelig havde vundet dig . Sig det Sandro . Sig , at du elsker mig .","Jeg kan ikke beskrive mine følelser . Det stormede i mig af lyst og lykke . Jeg havde grebet begge hendes hænder og bedækkede dem med Kys . ^eg besvoer hende at tro på min brændende lidenskab . „ Du ved det , cæeilia , jeg ønskede kun at udånde",", at dø i din favn , beruset as din uendelige ynde . “ „ Du må ikke dø , Sandro . Nu er livet først en herlighed , da vi elske hinanden . Døer du , vil jeg dø med dig . Om det var gift , jeg sugede af dine læbær , ville mine ikke vige tilbage , men klæbe sig til",1875_KofoedHansen_Livslaenker.txt,1875,udånde,udånde*,Yes
"hendes sirlige lille dagligstue . Der stod porcellænshyrder og hyrdinder på dragkisten , hvis skuffer ,","når de åbnedes , udåndede lavendel og violduft ,","der hang gamle billeder fra napoleonskrigene på væggen , og sofaen , der skrev sig fra",1884_Ravnkilde_JudithFurste.txt,1884,udåndede,udånde*,No
i dens kolde favn . — uvilkårlig flyttes foden længere bort fra den bratte fjældvæg .,og mens elven udånder sine vemodige,"klagesuk i lokkende tonefald , , og tusendfoldige , forvirrede røster udråbe naturens vælde og",1891_Meldgaard_BrydningerEllerIvarOgSigrid.txt,1891,udånder,udånde*,No
"Ludvig siger , at den hedder Vega . Å , hvor er det dog nydeligt . . . alting . . . sådan en stille sommernat ! « » Når vi to sidder sammen . «","» Ja . Der er så meget at se og høre . . , så meget underligt i luften . . . man bliver så underlig indvendig , så glad , så . . . « hun kunne ikke finde det rette ord , men måtte nøjes med at udånde","tankerne i et glædefyldt suk . En bølgerække af anelser gik igennem hende og samlede i sit Brus al den livslyst , al den drøm og ildnende forlængsel , der danner understrømmen i den sunde ungdoms liv .",1893_NielsenZ_Kulsviere.txt,1893,udånde,udånde*,No
daja og forblindet af sin rasende jalousi lod han sig en dag henrive til af jage en dolk i hjertet,"på daja , som udåndede kort efter .",Nu kunne Ivan ikke bekvemme sig til af blive længere blandt zigeunerne .,1882_EK_SelvherskerenIDetSkjulteRigeEllerNihilisterneIRusland.txt,1882,udåndede,udånde*,Yes
"hendes gribende død blive mildnet ved en antydning om , al det til sidst var bønnen til Kristus , der drog","h . ende til korset , hvor hun udåndede .","Såsnart han havde opsat dispositionerne , lod han Antoinette kende dem , hun var henrykt og sparede",1887_Bjoernsen_LyseOgMoerkeBilleder.txt,1887,udåndede,udånde*,Yes
"— Colin forlader mig . jo oftere sangerinden gentog den sidste linje ,",desto stærkere og højere steg røsten og udåndede,til sidst en skærende smerte i en høj soprantone . Ludvig Masmann tog et fast greb i tabourettens,1899_Schandorph_GamleBilleder.txt,1899,udåndede,udånde*,No
"og hvis sidste leje skulle blive et koldt og hårdt isdække , på hvilket arvingen til så store rigdomme",udåndede ensom og forladt ? Og dog var,"denne mands liv et liv , som var værd at leve , — thi det var anstrengelse og arbejde ! “",1879_Krogh_KaiLykke.txt,1879,udåndede,udånde*,Yes
"hvad der klinger i de gamle kæmpehøje , hvad hver fugl synger med sit næb",og blomsten lydløs udånder i Duft .,Sangtimen hver morgen blev en sand fornøjelsens time for mester og lærling ;,1870_AndersenHC_LykkePeer.txt,1870,udånder,udånde*,No
"ramte hans jernhat , havde landsknegten stødt sit sværd gennem hans hjerte , og han var midt",i kamptummelen segnet af hesten for at udånde,mellem døende venner og fjender . Slagets ville tummel drog forbi Annas indre,1880_EwaldHF_AnnaHardenberg.txt,1880,udånde,udånde*,Yes
— og der var desuden ingen menneskelig vanning at se i nærheden . — så kunne hun altså,lægge sig ned at udånde der på den,store blegeplads ved havet — og hun kunne gøre det rolig — hun ville næppe blive savnet der,1882_HansenJH_Barbara.txt,1882,udånde,udånde*,Yes
"i følelsen af en overstanden fare , når hun tænkte på , at havde hun den gang talt , ville Marinus",være bleven revet bort fra hende . Og så knugede,"hun ham ind til sig . . . . hun havde ham , havde ham , ham den eneste i himlen og på jorden .",1896_BenzonP_DetSjetteBud.txt,1896,revet bort,revet bort,Yes
"og med hans fulde navn på titelbladet . Da det udkom , gjorde det megen opsigt , og første",oplag blev revet bort i utrolig kort tid . Ejnars skrift,"blev genstand for megen kritik og omtale , men både venner og fjender vare enige i at anerkende den begavelse ,",1877_JPO_StridOgFred.txt,1877,revet bort,revet bort,No
"anser for dit sande vel . Det er da også mit inderlige håb , at du , når du nu bliver","revet bort fra den uheldige indflydelse , hvorunder","du øjensynlig for tiden befinder dig , atter vil blive vor kære gode Emil . Jeg",1892_Nansen_FraRusaaret.txt,1892,revet bort,revet bort,No
"Efterat have forvisset sig om , at ingen belurede hende og efter at have samlet kræfter til at åbne brevet , rev hun hastig seglet derfra og læsts da følgende : „ Mademoiselle Ulrica !","Ved et lykkeligt tilfælde er sløret revet bort fra den store hemmelighed , der hidtil har klæbet ved eders fødsel .","Det er forfatteren af disse linier , der har gennemtrængt denne hemmelighed og i hvis hånd den nu hviler .",1875_SoerensenC_KjaerlighedVedHoffet.txt,1875,revet bort,revet bort,No
"er aldeles uberegnelige . — hun er en svøbe for os alle ! — her er aldrig fred i hjemmet , hverken for børnene , mig selv eller tyendet . Hun er , som en trusel over os , dag og nat . Hun vil , at alt skal dreje sig om hende , og hun har selv ikke tanke for andre , end sig selv . Hun lader børnene gå for lud og koldt vand . Husholdningen .forfalder : de aner ikke , hvad dette har kostet , hvor mange penge , der , til slet ingen nytte eller","glæde , år efter år er revet bort under hendes hænder . Vi begyndte som velhavende , næsten rige folk ; og snart ville vi være fattige , om ikke dette får en ende . De siger jo , at Fanny er „ abnorm “ , så — det falder","mig nu lettere at sætte dem ind i sagerne , som de er . “ „ Ja , kære Bulow , “ sagde lægen og lagde deltagende sin hånd på hans skulder , „ De må ikke tro , at de fortæller mig noget nyt , at de betror mig noget : jeg har i flere år været aldeles klar over de ulykkelige forhold her",1895_Kaarsberg_FolkenepaaNakkebjerg.txt,1895,revet bort,revet bort,No
"sådan meddelelse , kunne befrygte , at Tyge og han atter kaldtes hjem til Knndstrup ,",hvorved han blev revet bort fra hr.,"Jørgen Brahes fortrinlige bibliottek , der netop indeholdt mange værker i hans før",1875_SoerensenC_SkjaebnensVeie.txt,1875,revet bort,revet bort,No
"døde . Denne havde været spekulant på en Hals , , tjent store penge og sat store penge til . Han var","bleven revet bort i sin bedste alder , bukket under","for nervøsitet og overanstrengelse , og da der blev gjort op , viste det sig , at han ikke ejede det",1899_Muusmann_TrettenTrumfer.txt,1899,revet bort,revet bort,Yes
vogndøren reven op . Inden Hubert kunne tænke på af gøre,"nogen modstand , var Jedviga revet bort fra ham ;","han hørte endnu hendes gennemtrængende angstskrig ; derpå følte han , hvorledes det pludselig",1882_EK_SelvherskerenIDetSkjulteRigeEllerNihilisterneIRusland.txt,1882,revet bort,revet bort,No
"min , — vist og fast ? « » Nej såmænd , sagbruget kan jo til den","tid være revet bort af flom eller brændt op ,","— eller verden forgåt und so weiter , « — lød det grættent .",1893_LieJ_Niobe.txt,1893,revet bort,revet bort,No
"kan der aldrig blive tale . Der er højere hensyn af tage , og de må først følges .","— ingen aner hvad det vil sige , af blive revet bort","fra den man elsker , for med det samme af blive bundet til et menneske , som man ikke elsker og næppe nok — agter .",1880_Kavalski_DetHvideKorsEllerNattenIStPetersborg.txt,1880,revet bort,revet bort,No
som om hendes hjerte skulle briste . For anden gang blev hun bortført . . . med voldsom,"hånd revet bort fra alt , hvad der var hende",kært . Fra hendes forældre . . . fra hendes Broder . . .,1876_Hjelm_OerkenensSlange_2.txt,1876,revet bort,revet bort,No
"Desbedre holdt de varmen . Værst var det at få noget at spise , thi hos bagerne var",rub og stub revet bort . Små patruljer blev,så sendte ud og vendte langt om længe tilbage med tilstrækkelig proviant til hele,1894_Zeemann_EtDanskHjemISoenderjylland.txt,1894,revet bort,revet bort,No
attester . af disse fremgik det at en person — navnet,var rent revet bort — led af sindssygdom og,"at dette attesteredes af to londoner læger . “ „ O , min gud , “ ubrød Toinette , „ og tror",1882_EK_SelvherskerenIDetSkjulteRigeEllerNihilisterneIRusland.txt,1882,revet bort,revet bort,No
